schema_version,role_id,organization_id,team_id,product_id,title,role_family,job_locations,remote_scope,agent_specific_quote,agent_relevance_summary,agent_relevance_evidence_type,official_role_url,first_seen_at,last_seen_at,last_verified_at,currentness_status,access_requirement,evidence_grade,supersedes_role_id,evidence_ids,version,display_title_zh,display_title_en,display_location_zh,display_location_en,location_data_status,work_arrangement,work_arrangement_basis,official_title_raw,title_source_language,title_support_status,title_provenance,title_source_url,title_source_granularity,stable_role_locator,citation_supports_title,title_source_observed_at,title_source_recheck_performed,title_source_observation_status,title_current_eligible_after_gate,title_translation_status,role_recovery_status,role_recovery_confidence,eligible_for_job_list,eligible_for_strict_current,role_display_version,title_authenticity_version,public_confidence_tier,recovery_origin,source_role_descriptor,title_source_recheck_attempted_at,geography
agent-hiring-map-public/1.0,ROLE-027D7E7876B586EE,ORG-744205E43529C1FC,TEAM-A6A6891ED31429E7,PROD-FDD9CDE6A6F9BDFB,"Product Manager, Developer Productivity",coding_agent_or_developer_product_role,"[""San Francisco, CA""]",null,"Drive product strategy and roadmap for developer acceleration, including AI-assisted code review, agent-driven test generation",null,null,https://job-boards.greenhouse.io/anthropic/jobs/5220143008,2026-07-15,2026-07-15,2026-07-24,current_probable,public_no_login,A,null,"[""AMC-6123""]",1,产品经理，开发者生产力,"Product Manager, Developer Productivity",加利福尼亚州旧金山,"San Francisco, CA",normalized_or_descriptive,onsite,default_onsite_no_remote_signal,"Product Manager, Developer Productivity",en,verified_official_title,public_source_observation,https://job-boards.greenhouse.io/anthropic/jobs/5220143008,direct_role_detail,5220143008,true,2026-07-24,true,fetched_success,true,deterministic_bilingual_translation_v1,verified_job,0.98,true,true,agent-hiring-map-role-display/1.0,agent-hiring-map-title-authenticity/1.0,verified,existing_role_revalidated,"Product Manager, Developer Productivity",2026-07-24,null
agent-hiring-map-public/1.0,ROLE-02D862B760CA73A3,ORG-B248F2E01881F536,TEAM-CA43507C9674341D,PROD-464162D2110AFF9D,AGI 服务端工程师 （AI Agent / AI App）,agent_backend_engineer,[],null,负责各AI Native / AI Agent产品的服务端开发。,null,null,https://vrfi1sk8a0.jobs.feishu.cn/index/position/7494586225161046282/detail,2026-07-09,2026-07-09,2026-07-24,current_probable,public_no_login,A,null,"[""AMC-1249""]",1,AGI 服务端工程师 （AI Agent / AI App）,AGI Backend Engineer (AI Agent / AI App),地点待复核,Location pending review,pending_review,onsite,default_onsite_no_remote_signal,AGI 服务端工程师 （AI Agent / AI App）,zh,verified_official_title,public_source_observation,https://vrfi1sk8a0.jobs.feishu.cn/index/position/7494586225161046282/detail,direct_role_detail,7494586225161046282,true,2026-07-24,true,fetched_success,true,deterministic_bilingual_translation_v1,verified_job,0.98,true,true,agent-hiring-map-role-display/1.0,agent-hiring-map-title-authenticity/1.0,verified,existing_role_revalidated,MiniMax Agent / AI App Backend,2026-07-24,null
agent-hiring-map-public/1.0,ROLE-02E566FDCF6A101B,ORG-D5B06FB0A58C9A5D,TEAM-74F5A33EF9274AAA,PROD-1E920EBE05CBA2DC,Founding Engineer,founding_engineer_backend_infra_agent_api,"[""San Francisco, California, United States""]",null,build the primitives agents will use to communicate | Design APIs...for...AI Agents,null,null,https://jobs.ashbyhq.com/AgentMail/6e99881b-595c-44e0-8f82-eb431ef98623,2026-07-11,2026-07-11,2026-07-24,current_probable,public_no_login,A,null,"[""AMC-1437""]",1,创始 工程师,Founding Engineer,美国加利福尼亚州旧金山,"San Francisco, California, United States",normalized_or_descriptive,onsite,default_onsite_no_remote_signal,Founding Engineer,en,verified_official_title,public_source_observation,https://jobs.ashbyhq.com/AgentMail/6e99881b-595c-44e0-8f82-eb431ef98623,direct_role_detail,6e99881b-595c-44e0-8f82-eb431ef98623,true,2026-07-24,true,fetched_success,true,deterministic_bilingual_translation_v1,verified_job,0.98,true,true,agent-hiring-map-role-display/1.0,agent-hiring-map-title-authenticity/1.0,verified,existing_role_revalidated,Email identity and inbox API for AI agents,2026-07-24,null
agent-hiring-map-public/1.0,ROLE-03128F8ED6668D7E,ORG-70DCB89F366FE5A3,TEAM-C4A36E8C44F675DF,PROD-F44D31527D74E387,智能体平台资深产品经理,agent_or_ai_product_management_role,"[""Shanghai""]",null,我们正在寻找一位富有探索精神、对 AI 智能体技术有深度热情的智能平台产品经理。该岗位将主导公司级智能体平台的产品规划与建设，构建深度且易用的智能体孵化平台，推动企业从“数字化+人工协调”向“可推演、可裁决、可受控执行”的智能协同模式升级。,null,null,https://nio.jobs.feishu.cn/index/position/7532310109129591059/detail,2026-07-14,2026-07-14,2026-07-24,current_probable,public_no_login,A,null,"[""AMC-4812""]",1,智能体平台资深产品经理,Agent Platform Senior Product Manager,上海,Shanghai,normalized_or_descriptive,onsite,default_onsite_no_remote_signal,智能体平台资深产品经理,zh,verified_official_title,public_source_observation,https://nio.jobs.feishu.cn/index/position/7532310109129591059/detail,direct_role_detail,7532310109129591059,true,2026-07-24,true,fetched_success,true,deterministic_bilingual_translation_v1,verified_job,0.98,true,true,agent-hiring-map-role-display/1.0,agent-hiring-map-title-authenticity/1.0,verified,existing_role_revalidated,智能体平台资深产品经理 - NIO Agent platform/infrastructure workstream,2026-07-24,null
agent-hiring-map-public/1.0,ROLE-032275591D4556EE,ORG-6A2CAAB84FA06707,TEAM-C258E5AFBF8C1D4C,PROD-FAA83C09C79A00DE,Full Stack / Backend Software Engineer,agent_role_recovered_from_official_title,"[""United States""]",remote,null,"candidate.fyi is building autonomous recruiting Agents that coordinate interviews, scheduling, candidate communication, handoffs and enterprise ATS integrations.",frozen_derived_same_role_signal,https://jobs.ashbyhq.com/candidate.fyi/0448a10e-863f-437f-80bb-d65ee09f8b6e,2026-07-16,2026-07-24,2026-07-24,current_probable,public_no_login,A,null,"[""AMC-6606""]",1,全栈 / Backend 软件工程师,Full Stack / Backend Software Engineer,美国,United States,normalized_or_descriptive,remote_or_hybrid,explicit_remote_or_hybrid,Full Stack / Backend Software Engineer,en,verified_official_title,public_ats_structured_field,https://jobs.ashbyhq.com/candidate.fyi/0448a10e-863f-437f-80bb-d65ee09f8b6e,direct_role_detail,0448a10e-863f-437f-80bb-d65ee09f8b6e,true,2026-07-24,true,fetched_success,false,deterministic_bilingual_translation_v1,probable_job,0.9,true,false,agent-hiring-map-role-display/1.0,agent-hiring-map-title-authenticity/1.0,probable,unlinked_evidence_recovered,null,null,null
agent-hiring-map-public/1.0,ROLE-0346FE8D2C761B2F,ORG-773573DF61D0529B,TEAM-729BC98A1D8C89EA,PROD-AB08B761F555DDCF,多模态大模型开发工程师,agent_algorithm_or_research_role,"[""Shanghai""]",null,4、持续跟踪AI领域最新模型、论文、开源项目及行业应用案例，定期输出AI技术动态与工业应用评估。对筛选出的前沿模型（如新的视觉基础模型、Agent框架、数据处理技术）进行快速复现和微调,null,null,https://xiaopeng.jobs.feishu.cn/index/position/7637034216568670470/detail,2026-07-14,2026-07-14,2026-07-24,current_probable,public_no_login,E,null,"[""AMC-4959""]",1,多模态大模型开发工程师,Multimodal Large Model Development Engineer,上海,Shanghai,normalized_or_descriptive,onsite,default_onsite_no_remote_signal,多模态大模型开发工程师,zh,verified_official_title,public_source_observation,https://xiaopeng.jobs.feishu.cn/index/position/7637034216568670470/detail,direct_role_detail,7637034216568670470,true,2026-07-24,true,fetched_success,false,deterministic_bilingual_translation_v1,verified_job,0.98,true,false,agent-hiring-map-role-display/1.0,agent-hiring-map-title-authenticity/1.0,verified,existing_role_revalidated,多模态大模型开发工程师 - XPeng data/knowledge/RAG or Agent-training infrastructure high-recall locator,2026-07-24,null
agent-hiring-map-public/1.0,ROLE-03B85C50B7860C5C,ORG-4D9DD85AC2CBA877,TEAM-327C1F0DE62CBF74,PROD-D9491253E14B492D,Product Marketing Manager,agent_gtm_partnership_or_operations,"[""San Francisco, California, United States""]",null,Strong understanding of technical concepts including generative AI and agentic AI,null,null,https://jobs.ashbyhq.com/happyrobot.ai/02bccbe0-6ded-435e-ad30-84121b359fc5,2026-07-15,2026-07-15,2026-07-24,current_probable,public_no_login,E,null,"[""AMC-5643""]",1,产品市场 经理,Product Marketing Manager,美国加利福尼亚州旧金山,"San Francisco, California, United States",normalized_or_descriptive,onsite,default_onsite_no_remote_signal,Product Marketing Manager,en,verified_official_title,public_source_observation,https://jobs.ashbyhq.com/happyrobot.ai/02bccbe0-6ded-435e-ad30-84121b359fc5,direct_role_detail,02bccbe0-6ded-435e-ad30-84121b359fc5,true,2026-07-24,true,fetched_success,false,deterministic_bilingual_translation_v1,verified_job,0.98,true,false,agent-hiring-map-role-display/1.0,agent-hiring-map-title-authenticity/1.0,verified,existing_role_revalidated,Product Marketing Manager for agentic AI products,2026-07-24,null
agent-hiring-map-public/1.0,ROLE-03DAA8AB4E2B70FF,ORG-9C8EA5BA0AEAF79E,TEAM-E948D36C4B0DBF1A,PROD-9A25393FB62D0EDC,Director of Demand Generation,agent_role_recovered_from_official_title,"[""United States""]",remote,null,"Meeting Tomorrow's current demand-generation role builds and measures Agentic workflows for lead scoring, outreach sequencing, campaign efficiency and AI-powered search visibility.",frozen_derived_same_role_signal,https://jobs.lever.co/meetingtomorrow/1f610796-132e-4256-8146-ee399172bc79,2026-07-19,2026-07-24,2026-07-24,current_probable,public_no_login,A,null,"[""AMC-7115""]",1,总监 of 需求增长,Director of Demand Generation,美国,United States,normalized_or_descriptive,remote_or_hybrid,explicit_remote_or_hybrid,Director of Demand Generation,en,verified_official_title,public_ats_structured_field,https://jobs.lever.co/meetingtomorrow/1f610796-132e-4256-8146-ee399172bc79,direct_role_detail,1f610796-132e-4256-8146-ee399172bc79,true,2026-07-24,true,fetched_success,false,deterministic_bilingual_translation_v1,probable_job,0.9,true,false,agent-hiring-map-role-display/1.0,agent-hiring-map-title-authenticity/1.0,probable,unlinked_evidence_recovered,null,null,null
agent-hiring-map-public/1.0,ROLE-0434B3E279D2727E,ORG-68EDC75C015E2E10,TEAM-CA3D9ABA45E7E193,PROD-79339EBC434401A4,Product Strategy & Operations,product_strategy_internal_agent_workflow_bridge,"[""San Francisco""]",null,Frequently build your own agents to support workflows and data analyses,null,null,https://job-boards.greenhouse.io/vercel/jobs/6011651004,2026-07-10,2026-07-10,2026-07-24,current_probable,public_no_login,A,null,"[""AMC-1594""]",1,Product 战略与运营,Product Strategy & Operations,旧金山,San Francisco,normalized_or_descriptive,remote_or_hybrid,explicit_remote_or_hybrid,Product Strategy & Operations,en,verified_official_title,public_source_observation,https://job-boards.greenhouse.io/vercel/jobs/6011651004,direct_role_detail,6011651004,true,2026-07-24,true,fetched_success,true,deterministic_bilingual_translation_v1,verified_job,0.98,true,true,agent-hiring-map-role-display/1.0,agent-hiring-map-title-authenticity/1.0,verified,existing_role_revalidated,Product Strategy and Operations internal Agent workflows,2026-07-24,null
agent-hiring-map-public/1.0,ROLE-0461693F2F7D9383,ORG-059DE9E378B386E2,TEAM-999E1268C6852CFA,PROD-999E1268C6852CFA,Senior Software Engineer,agent_role_recovered_from_official_title,"[""Berlin""]",null,null,Official current role hires Senior Backend Engineer - Agent tool marketplace and MCP to build a marketplace of MCP tools and integrations used by Parloa Agents.,official_exact_role_alignment,https://job-boards.eu.greenhouse.io/parloa/jobs/4802720101,2026-07-24,2026-07-24,2026-07-24,current_verified,public_no_login,A,null,"[""AMC-1806""]",1,高级 软件工程师,Senior Software Engineer,具体地点见官方来源,Berlin,normalized_or_descriptive,onsite,default_onsite_no_remote_signal,Senior Software Engineer,en,verified_official_title,public_ats_structured_field,https://job-boards.eu.greenhouse.io/parloa/jobs/4802720101,direct_role_detail,4802720101,true,2026-07-24,true,fetched_success,true,deterministic_bilingual_translation_v1,verified_job,0.97,true,true,agent-hiring-map-role-display/1.0,agent-hiring-map-title-authenticity/1.0,verified,global_deferred_evidence_recovered,null,null,Other/Global
agent-hiring-map-public/1.0,ROLE-047AEC8A7CAC6B43,ORG-1236323724701EB7,TEAM-EFF5143E64F1EEDA,PROD-1AC974DE1D649165,大模型评测算法工程师（J100902）,agent_evaluation_engineer,"[""Beijing""]",null,负责医疗健康场景下 LLM / VLM / Agent 等模型评测体系建设，设计数据驱动、可复现、可扩展的评测框架,null,null,https://talent.baidu.com/jobs/detail/SOCIAL/24c9e591-75c8-42bd-b531-522b53fc47ac,2026-07-11,2026-07-11,2026-07-24,current_probable,public_no_login,A,null,"[""AMC-3484""]",1,大模型评测算法工程师（J100902）,Model Evaluation Algorithm Engineer (J100902),北京市,Beijing,normalized_or_descriptive,onsite,default_onsite_no_remote_signal,大模型评测算法工程师（J100902）,zh,verified_official_title,public_source_observation,https://talent.baidu.com/jobs/detail/SOCIAL/24c9e591-75c8-42bd-b531-522b53fc47ac,direct_role_detail,24c9e591-75c8-42bd-b531-522b53fc47ac,true,2026-07-24,true,fetched_success,true,deterministic_bilingual_translation_v1,verified_job,0.98,true,true,agent-hiring-map-role-display/1.0,agent-hiring-map-title-authenticity/1.0,verified,existing_role_revalidated,Healthcare Agent evaluation with LLM-as-Judge and automated diagnosis,2026-07-24,null
agent-hiring-map-public/1.0,ROLE-052420F724EAC898,ORG-8BA348A1B17D374B,TEAM-F72DF3F46A20907D,PROD-00F115F43B7B9AB1,AI Engineer,agent_role_recovered_from_official_title,"[""Austin, Texas""]",null,null,"Roamly Labs' current AI Engineer role builds autonomous multi-Agent systems for embedded insurance, vehicle telemetry and mobility workflows from prototype through production.",frozen_derived_same_role_signal,https://apply.workable.com/therideplatform/j/E16D312BCE,2026-07-19,2026-07-24,2026-07-24,current_probable,public_no_login,A,null,"[""AMC-7122""]",1,人工智能工程师,AI Engineer,"奥斯汀, 得克萨斯州","Austin, Texas",normalized_or_descriptive,onsite,default_onsite_no_remote_signal,AI Engineer,en,verified_official_title,public_ats_structured_field,https://apply.workable.com/therideplatform/j/E16D312BCE,direct_role_detail,E16D312BCE,true,2026-07-24,true,fetched_success,false,deterministic_bilingual_translation_v1,probable_job,0.9,true,false,agent-hiring-map-role-display/1.0,agent-hiring-map-title-authenticity/1.0,probable,unlinked_evidence_recovered,null,null,null
agent-hiring-map-public/1.0,ROLE-053D717D59DFEA63,ORG-3DE94EF38CC3664C,TEAM-9E1069FB9ADA5132,PROD-F6276EE6F1650FA5,"Founding Engineer, Applied AI Lead",applied_ai_lead_rag_workflow_agent_experience_bridge_below_c4,"[""New York City, New York, United States""]",null,"Experience with RAG systems, LLM integration, or AI agent development",null,null,https://jobs.ashbyhq.com/equi/0e335b36-ac8b-43bc-8198-ff6745fa3f00,2026-07-10,2026-07-10,2026-07-24,current_probable,public_no_login,A,null,"[""AMC-1447""]",1,创始 工程师，应用 AI 负责人,"Founding Engineer, Applied AI Lead","纽约市, 纽约州, 美国","New York City, New York, United States",normalized_or_descriptive,onsite,default_onsite_no_remote_signal,"Founding Engineer, Applied AI Lead",en,verified_official_title,public_source_observation,https://jobs.ashbyhq.com/equi/0e335b36-ac8b-43bc-8198-ff6745fa3f00,direct_role_detail,0e335b36-ac8b-43bc-8198-ff6745fa3f00,true,2026-07-24,true,fetched_success,true,deterministic_bilingual_translation_v1,verified_job,0.98,true,true,agent-hiring-map-role-display/1.0,agent-hiring-map-title-authenticity/1.0,verified,existing_role_revalidated,AI-powered investment workflow and RAG intelligence systems,2026-07-24,null
