schema_version,product_id,organization_id,name,agent_category,official_url,status,confidence,evidence_ids,version
agent-hiring-map-public/1.0,PROD-01B5800D6756582B,ORG-981B02BADFE49FED,Amazon Bedrock AgentCore SDE for production AI-agent runtime,infra_evals,https://aws.amazon.com/bedrock/agents/,active,0.95,"[""AMC-0588""]",1
agent-hiring-map-public/1.0,PROD-01C9DEE25C47AD5F,ORG-9DFC553A9EAE6EC7,Zhipu GLM Code Post-Training for Coding Agent,coding,https://www.zhipuai.cn/,active,0.95,"[""AMC-1266""]",1
agent-hiring-map-public/1.0,PROD-01CAE6F7869AB9BB,ORG-A25A1C617A60E29B,MCP Server for AI-native order management,enterprise_workflow,https://pipe17.com/ai/mcp/,active,0.95,"[""AMC-6522""]",1
agent-hiring-map-public/1.0,PROD-01CFC8360CB71BA0,ORG-689972FD546D1D14,General Agent Platform / Agent Builder,builder_platform,https://dify.ai/zh,active,0.95,"[""AMC-0006""]",1
agent-hiring-map-public/1.0,PROD-01DC629796D99319,ORG-9A18E72DA512C152,OpenManus open-source general agent,general_other,https://github.com/FoundationAgents/OpenManus,active,0.95,"[""AMC-0364""]",1
agent-hiring-map-public/1.0,PROD-02207F409BCD10EF,ORG-CBECDE66E15D9D30,AI research software and open-source engineering program with Agent/RAG qualification signal,data_rag,https://first-state-ai.udel.edu/,active,0.95,"[""AMC-7171""]",1
agent-hiring-map-public/1.0,PROD-024A19078ECFDFAB,ORG-61FF26299885EEDA,ByteDance Developer Services AI Agent Evaluation Engineer locator,infra_evals,null,active,0.95,"[""AMC-5064""]",1
agent-hiring-map-public/1.0,PROD-025B9FEB80F6785F,ORG-C5AE81CE8DA2B58B,LazyRAG / Agentic RAG / SenseCore,data_rag,https://www.sensecore.cn/about,active,0.95,"[""AMC-1218""]",1
agent-hiring-map-public/1.0,PROD-02654FE66E712398,ORG-2C628BCA876859EA,AI application full-stack / digital employee bridge,enterprise_workflow,https://www.iwhalecloud.com/,active,0.95,"[""AMC-1433""]",1
agent-hiring-map-public/1.0,PROD-029535A5482D5627,ORG-4534C05BE9CFDFD9,"vertical AI Agent product architecture with multimodal models, RAG and evaluation",data_rag,https://www.info2soft.cn/joinus,active,0.95,"[""AMC-6632""]",1
agent-hiring-map-public/1.0,PROD-029DA57A211A6B8D,ORG-087893DC80183D67,Self-Agentic vehicle robots and automotive security-operation Agents,infra_evals,https://www.lionaitech.com/zh/,active,0.95,"[""AMC-6628""]",1
agent-hiring-map-public/1.0,PROD-02A24943A71E50EE,ORG-744205E43529C1FC,Staff+ Application Security Engineer - M&A | Anthropic current Agent system or Agent-enabled workflow role family,infra_evals,null,active,0.95,"[""AMC-6151""]",1
agent-hiring-map-public/1.0,PROD-02C29FD25B63E071,ORG-B1F630D00EE98D47,video Agent for AI-original film and series production and creator funding,builder_platform,https://www.ycombinator.com/companies/youart,active,0.95,"[""AMC-6975""]",1
agent-hiring-map-public/1.0,PROD-02E704D2B66342E5,ORG-F4631A70DDBDBF2B,ZetaAgent autonomous multi-Agent application platform and ZetaDN Agent for semiconductor defect analysis,builder_platform,https://www.zetatech.com.cn/aip.html,active,0.95,"[""AMC-6629""]",1
agent-hiring-map-public/1.0,PROD-02FC4C5BFCA875BC,ORG-BB01AB5046C935D9,NJU Multi-Agent and LLM Agent Research Staff locator,builder_platform,null,active,0.95,"[""AMC-5058""]",1
agent-hiring-map-public/1.0,PROD-02FCE9798ADEEEA2,ORG-DA9EAFD4AFB30101,SHLab Heterogeneous Embodied Multi-Agent Research,builder_platform,https://www.shlab.org.cn/research,active,0.95,"[""AMC-1337""]",1
agent-hiring-map-public/1.0,PROD-030610A4C57809D1,ORG-251614E41AB90FC5,enterprise and healthcare AI solutions with multi-Agent orchestration,enterprise_workflow,https://eliza.com/,active,0.95,"[""AMC-7186""]",1
agent-hiring-map-public/1.0,PROD-03187E236E6FDCFB,ORG-677FAE0C87B716C4,AI-agent-assisted enterprise UX design workflow bridge,enterprise_workflow,https://www.fanruan.com/,active,0.95,"[""AMC-1458""]",1
agent-hiring-map-public/1.0,PROD-032BDF04EC08F681,ORG-773573DF61D0529B,【探索者】自动驾驶C++开发 - XPeng embodied/physical-AI product or infrastructure high-recall locator,infra_evals,https://www.xiaopeng.com/,active,0.95,"[""AMC-4948""]",1
agent-hiring-map-public/1.0,PROD-03361A33D2CFDBB7,ORG-677FAE0C87B716C4,AI Agent scenario product lifecycle and operations,enterprise_workflow,https://www.fanruan.com/,active,0.95,"[""AMC-1452""]",1
agent-hiring-map-public/1.0,PROD-0340FEF9118119B9,ORG-9DFC553A9EAE6EC7,Zhipu GLM Agent RL,general_other,https://www.zhipuai.cn/,active,0.95,"[""AMC-1274""]",1
agent-hiring-map-public/1.0,PROD-034796AB597AC3D6,ORG-7F41F9AC53FCDBF3,Moka AI Native HCM recruiting/HRBP/people Agents / AI工程师（agent方向）,data_rag,https://www.mokahr.com/academy/hrd/202606/29_1/,active,0.95,"[""AMC-5070""]",1
agent-hiring-map-public/1.0,PROD-0386C730B2F62AFF,ORG-C4C9707D549A9564,trusted data engineering analysis and data-science Agent,data_rag,https://www.ycombinator.com/companies/alkera-ai,active,0.95,"[""AMC-7139""]",1
agent-hiring-map-public/1.0,PROD-039741E4353B5299,ORG-981B02BADFE49FED,AWS Agentic AI Evaluations SDE for autonomous agent eval/runtime infrastructure,infra_evals,https://aws.amazon.com/bedrock/agents/,active,0.95,"[""AMC-0587""]",1
agent-hiring-map-public/1.0,PROD-03B9E12EA70ACAB2,ORG-23B5AE7B4DE90507,ShellWard China AI Agent compliance gateway,infra_evals,https://github.com/jnMetaCode/shellward,active,0.95,"[""AMC-1945""]",1
agent-hiring-map-public/1.0,PROD-03F5FC3FE96FBC24,ORG-19C372E0140A9CE8,power-grid production Agent-based systems and AI decision-support,enterprise_workflow,https://jobs.dayforcehcm.com/en-US/isone/CANDIDATEPORTAL/jobs/4234,active,0.95,"[""AMC-6988""]",1
agent-hiring-map-public/1.0,PROD-040B7DDFFE49F9F9,ORG-773573DF61D0529B,具身运动控制算法专家（Locomotion） - XPeng embodied/physical-AI product or infrastructure high-recall locator,infra_evals,https://www.xiaopeng.com/,active,0.95,"[""AMC-4891""]",1
agent-hiring-map-public/1.0,PROD-040F2C6CA016E2F1,ORG-EC4E9111463743B4,AI-native conversational product and business-workflow builder,enterprise_workflow,https://www.superun.com/,active,0.95,"[""AMC-6305""]",1
agent-hiring-map-public/1.0,PROD-04302F669031F0A1,ORG-5D8D4BA41200536E,personalized AI-character Agents and enterprise workflow Agent systems,infra_evals,https://kaonai.jobs.feishu.cn/index,active,0.95,"[""AMC-6768""]",1
agent-hiring-map-public/1.0,PROD-04456F8D998A0173,ORG-61FF26299885EEDA,Open-source AI agent development platform,builder_platform,https://github.com/coze-dev/coze-studio,active,0.95,"[""AMC-0375""]",1
agent-hiring-map-public/1.0,PROD-045DDCE9A6E008B9,ORG-FE61828F21A24F4A,LLM observability / agent traces,infra_evals,https://www.helicone.ai/,active,0.95,"[""AMC-0328""]",1
agent-hiring-map-public/1.0,PROD-0472CA99610A8A55,ORG-92EC9DA9C451328D,digital-human healthcare Agent for end-to-end patient service,cx_voice,https://www.ngarihealth.com/newsinfo/8221529.html,active,0.95,"[""AMC-7063""]",1
agent-hiring-map-public/1.0,PROD-048F326B61571149,ORG-CBC79DB13CCED59A,Kimi K2.7 Code coding-Agent model,coding,https://startuprecipe.co.kr/archives/tech/5821451,active,0.95,"[""AMC-3986""]",1
agent-hiring-map-public/1.0,PROD-04B75B7428DFC798,ORG-1761A5F57E7C31F3,Yonyou Agent Application Architecture And Harness,infra_evals,https://www.yonyou.com/news/4587,active,0.95,"[""AMC-4998""]",1
agent-hiring-map-public/1.0,PROD-04BC974DCCA15ECE,ORG-A11413B0A4A315C2,"Sr. Software Engineer, Frontend/Fullstack - Moveworks",enterprise_workflow,https://www.servicenow.com/,active,0.95,"[""AMC-5416""]",1
agent-hiring-map-public/1.0,PROD-04E787CC15DDCE76,ORG-B63B20D5B5699A25,Principal Forward Deployed Architect for Rovo and AI-native System of Work deployments,general_other,https://www.atlassian.com/software/rovo,active,0.95,"[""AMC-0579""]",1
agent-hiring-map-public/1.0,PROD-05017C0A65A79670,ORG-FB870DD3FF878278,B2B content-intelligence production Agents,infra_evals,https://ats.rippling.com/knotch-inc/jobs/d8977ec5-c591-4809-8b2a-2d289a142ed9,active,0.95,"[""AMC-7041""]",1
agent-hiring-map-public/1.0,PROD-0512E2ED39C926B8,ORG-D7001CA7685CB8E5,multimodal enterprise AI digital employees and intelligent-agent technology,enterprise_workflow,https://macsmind.cn/about,active,0.95,"[""AMC-6893""]",1
agent-hiring-map-public/1.0,PROD-05187AF9464ABA9B,ORG-84D7AA79A0775122,agentic chip-design feedback-loop platform,enterprise_workflow,https://www.ycombinator.com/companies/hardware-intelligence,active,0.95,"[""AMC-7141""]",1
agent-hiring-map-public/1.0,PROD-058FB5CBB5D7C5FD,ORG-9DFC553A9EAE6EC7,Zhipu GLM-5.2 Agentic Coding Research,coding,https://www.zhipuai.cn/,active,0.95,"[""AMC-1268""]",1
agent-hiring-map-public/1.0,PROD-05A9DCA6FDC98297,ORG-1D927621F5321E99,multi-Agent reasoning planning and decision systems for guest host and operations workflows,data_rag,https://www.airbnb.com/,active,0.95,"[""AMC-7194""]",1
agent-hiring-map-public/1.0,PROD-05CDBF53B61C71A2,ORG-744205E43529C1FC,"Research Engineer, Model Evaluations | Anthropic current Agent system or Agent-enabled workflow role family",infra_evals,null,active,0.95,"[""AMC-6118""]",1
agent-hiring-map-public/1.0,PROD-06104D312432AB20,ORG-DA9EAFD4AFB30101,InternAgent 1.5 long-horizon autonomous scientific-discovery framework,vertical_finance_health,https://huggingface.co/collections/InternScience/internagent,active,0.95,"[""AMC-6655""]",1
agent-hiring-map-public/1.0,PROD-06248A00F1C28E6B,ORG-AEF38CBC5445CF75,「商业产品」 AI 产品经理-智能客服,infra_evals,null,active,0.95,"[""AMC-1010""]",1
agent-hiring-map-public/1.0,PROD-0627C2CEF7F76438,ORG-744205E43529C1FC,"Staff+ Software Engineer, Safeguards Review Tooling | Anthropic current Agent system or Agent-enabled workflow role family",infra_evals,null,active,0.95,"[""AMC-6156""]",1
agent-hiring-map-public/1.0,PROD-06788DC118E88A0A,ORG-E2CEF5396C0E32C8,AI-agent software delivery across GovPilot/GovTech/SDL/Hedgerow,coding,https://ats.rippling.com/sdl/jobs/1742612e-d9ce-43d5-854f-d49a75636e2f,active,0.95,"[""AMC-7037""]",1
agent-hiring-map-public/1.0,PROD-06847732226F1E34,ORG-7CD18292C7FAF0BD,Forward Deployed Engineer | Greptile v3 code-review Agent,coding,https://www.greptile.com/agent,active,0.95,"[""AMC-5710""]",1
agent-hiring-map-public/1.0,PROD-069395FAC94E2D8E,ORG-AEF38CBC5445CF75,「商业出海产品」达人撮合产品,infra_evals,null,active,0.95,"[""AMC-1056""]",1
agent-hiring-map-public/1.0,PROD-06C1DAC6405328E6,ORG-7AE483B92E26D02F,Durable execution infrastructure for AI agents and long-running systems,infra_evals,https://www.restate.dev/,active,0.95,"[""AMC-6417""]",1
agent-hiring-map-public/1.0,PROD-06C59F0FE91A327C,ORG-6BA3B62EAE254E20,MCP Page Builder with 47 AI-Agent tools for creating publishing and automating marketing pages,enterprise_workflow,https://leadpages.com/product/mcp-server,active,0.95,"[""AMC-6840""]",1
agent-hiring-map-public/1.0,PROD-06D2DAAA80181105,ORG-EB125AAB4748FBC9,physician-supervised chronic-disease AI Agent,vertical_finance_health,null,active,0.95,"[""AMC-6323""]",1
agent-hiring-map-public/1.0,PROD-06D57F941C062E8E,ORG-120ED712DEC6FF2F,financial answer machine and multi-model Agent orchestration role locator,builder_platform,null,active,0.95,"[""AMC-7155""]",1
agent-hiring-map-public/1.0,PROD-06DCD71D82B91D04,ORG-F64660EFBE61DD28,Data / Knowledge / RAG Agent,data_rag,https://www.doubao.com/,active,0.95,"[""AMC-0090""]",1
agent-hiring-map-public/1.0,PROD-06DFB8B3865A41B9,ORG-744205E43529C1FC,"Manager of Applied AI Architecture, Startups | Anthropic current Agent system or Agent-enabled workflow role family",coding,null,active,0.95,"[""AMC-6127""]",1
agent-hiring-map-public/1.0,PROD-06E19A3A66E4110C,ORG-C5FF1E1333C4B32B,industrial AI Agent planning implementation and delivery governance,infra_evals,https://ccccltd.zhiye.com/custom/fszxq,active,0.95,"[""AMC-6970""]",1
agent-hiring-map-public/1.0,PROD-06F078E2768498B0,ORG-14550D0C8F25A0F3,易盾-AI大模型安全工程师 / Security / Safety Agent,data_rag,null,active,0.95,"[""AMC-1169""]",1
agent-hiring-map-public/1.0,PROD-06F68A396A52BF33,ORG-F91A850182368B12,Context Hub knowledge infrastructure for AI coding agents,coding,https://jobs.lever.co/AIFund/3ae9d0ee-9eb2-44df-8fbe-5676384fcf90,active,0.95,"[""AMC-6539""]",1
agent-hiring-map-public/1.0,PROD-0705AB9A3A84E4D6,ORG-72797D26E23376B8,Principal Product Manager - Agentic Automation,enterprise_workflow,https://www.uipath.com/platform/agentic-automation,active,0.95,"[""AMC-1823""]",1
agent-hiring-map-public/1.0,PROD-0705B558080A5102,ORG-70DCB89F366FE5A3,工具链AI架构工程师（评测方向） - NIO Agent evaluation/testing workstream,infra_evals,https://www.nio.com/,active,0.95,"[""AMC-4876""]",1
agent-hiring-map-public/1.0,PROD-0714E893AF1C1A4F,ORG-6177C8018A672BD2,AI Engineer,infra_evals,https://www.blencorp.com/,active,0.95,"[""AMC-5156""]",1
agent-hiring-map-public/1.0,PROD-072FD5B37192FF79,ORG-AEF38CBC5445CF75,【27届】AI搜索广告算法实习生,general_other,null,active,0.95,"[""AMC-1048""]",1
agent-hiring-map-public/1.0,PROD-073ED98894D98F19,ORG-9B509BD34DDAD23C,Enterprise AI Agent portfolio and AI cloud,infra_evals,https://www.atpress.ne.jp/news/2728322,active,0.95,"[""AMC-4409""]",1
agent-hiring-map-public/1.0,PROD-07408EA601FFFBF5,ORG-3E77D585BD84C9ED,"expired higher-education enterprise Agent workflows, RAG, evaluation and governance role locator",data_rag,https://jobs.dayforcehcm.com/devry/CANDIDATEPORTAL/jobs/13857,active,0.95,"[""AMC-6991""]",1
agent-hiring-map-public/1.0,PROD-0765B76E0EE6DB7D,ORG-C90A03FF4A84AD3E,legal-and-financial-services Agentic AI RAG orchestration and multi-step reasoning,data_rag,https://capitolservices.hrmdirect.com/employment/view.php,active,0.95,"[""AMC-6959""]",1
agent-hiring-map-public/1.0,PROD-076BD8B8E9D3B69D,ORG-3E6C4C8B248664CD,Orca agent development environment for parallel agents,coding,https://www.onorca.dev/,active,0.95,"[""AMC-1484""]",1
agent-hiring-map-public/1.0,PROD-0788B81E2387F92C,ORG-16332CE7ED01D433,Enterprise Agentic RAG platform and engineering project,data_rag,https://nageoffer.com/ragent,active,0.95,"[""AMC-1501""]",1
agent-hiring-map-public/1.0,PROD-079E3E8F0B8A4748,ORG-773573DF61D0529B,具身端侧数采架构师 - XPeng embodied/physical-AI product or infrastructure workstream,infra_evals,https://www.xiaopeng.com/,active,0.95,"[""AMC-4965""]",1
agent-hiring-map-public/1.0,PROD-07B447659FF95F6D,ORG-B248F2E01881F536,MiniMax Agent Product / AIGC PM,infra_evals,https://agent.minimaxi.com/,active,0.95,"[""AMC-1243""]",1
agent-hiring-map-public/1.0,PROD-07BE34FDB9DE1953,ORG-D073B0D3CB4C7F3C,"agentic-commerce optimization, execution, attribution and automation platform",infra_evals,https://www.ycombinator.com/companies/wildcard,active,0.95,"[""AMC-6916""]",1
agent-hiring-map-public/1.0,PROD-07E2AE62778278EF,ORG-AEF38CBC5445CF75,AI搜索广告算法工程师-商业算法,general_other,null,active,0.95,"[""AMC-1046""]",1
agent-hiring-map-public/1.0,PROD-07FE83D98CC780C9,ORG-11086BC2E967ECE9,heterogeneous inference cloud for long-running AI Agents,infra_evals,https://gimletlabs.ai/,active,0.95,"[""AMC-6062""]",1
agent-hiring-map-public/1.0,PROD-080A9EF44BD99AED,ORG-5DAB5AFDEF6EB4C6,浙中国际人工智能研究中心 Agent adaptation algorithm-role locator,vertical_finance_health,https://zhezhonglab.zcmu.edu.cn/info/1085/1994.htm,active,0.95,"[""AMC-7175""]",1
agent-hiring-map-public/1.0,PROD-087731D9C14E5C45,ORG-AAC38E8428C88B1E,enterprise mobility intelligent Agents and integrated automation workflows,data_rag,https://jobs.silkroad.com/Graebel/careergoals/jobs/5531,active,0.95,"[""AMC-6689""]",1
agent-hiring-map-public/1.0,PROD-08B3AEA310614D7F,ORG-14550D0C8F25A0F3,AI 工具工程师 / Creative / Multimodal Agent,data_rag,null,active,0.95,"[""AMC-1131""]",1
agent-hiring-map-public/1.0,PROD-08B89783A564DA67,ORG-31F69B8454927445,跨越速运 智能体工程师 hiring locator,general_other,null,active,0.95,"[""AMC-5054""]",1
agent-hiring-map-public/1.0,PROD-08BED4AC73814673,ORG-7F41F9AC53FCDBF3,Moka recruiting-business Agent/RAG platform / 后端开发工程师,data_rag,https://www.mokahr.com/academy/hrd/202606/29_1/,active,0.95,"[""AMC-5069""]",1
agent-hiring-map-public/1.0,PROD-08BFA8ED284B00A8,ORG-E721E319E5F96D78,customer-success retention and expansion Agents,general_other,https://www.ycombinator.com/companies/amulet,active,0.95,"[""AMC-7180""]",1
agent-hiring-map-public/1.0,PROD-09060A0CB6760B48,ORG-27E64F13B10547F5,AI-native DTC commerce decisioning and Agent layers,vertical_finance_health,https://25madison-llc.breezy.hr/p/1f9bc34e3594-founding-technical-leader-cto-founding-engineer-newco,active,0.95,"[""AMC-6558""]",1
agent-hiring-map-public/1.0,PROD-0906123A8C3F4B3C,ORG-B58943ECB539D292,AI Operations Lead | 1mind AI Superhumans for B2B revenue,infra_evals,https://www.1mind.com/,active,0.95,"[""AMC-5838""]",1
agent-hiring-map-public/1.0,PROD-092435D6AAFFA9F8,ORG-6C24D5F6930B29BC,医疗AI基础模型与智能体-阿里星,vertical_finance_health,null,active,0.95,"[""AMC-0902""]",1
agent-hiring-map-public/1.0,PROD-0933EDA6473E4146,ORG-773573DF61D0529B,知识管理资深工程师（AI数据管理） - XPeng voice/CX Agent or assistant workstream,cx_voice,https://www.xiaopeng.com/,active,0.95,"[""AMC-4975""]",1
agent-hiring-map-public/1.0,PROD-094772603E22FAC0,ORG-AEF38CBC5445CF75,小红书电商-智能导购产品实习生,infra_evals,null,active,0.95,"[""AMC-1011""]",1
agent-hiring-map-public/1.0,PROD-094C8FC29FBDCD71,ORG-F0E9810E9100146C,GenAI platform and multi-Agent orchestration role locator,infra_evals,https://ripple.com/,active,0.95,"[""AMC-7189""]",1
agent-hiring-map-public/1.0,PROD-0952E56AC736AA68,ORG-ADCBFA3669C623B8,AI workspace and mini-app builder with cross-platform MCP integrations,coding,https://github.com/morphix-ai,active,0.95,"[""AMC-7027""]",1
agent-hiring-map-public/1.0,PROD-0954CC2A6AA75024,ORG-650DDBFA8A0CA19F,StepFun 大模型评测工程师 / qualification_or_functional_agent_boundary,general_other,https://platform.stepfun.com/,active,0.95,"[""AMC-5032""]",1
agent-hiring-map-public/1.0,PROD-09B79EB8B83C304F,ORG-8A605B8FFDE0B68C,ShareHive enterprise Agent operating platform and Agentic CRM,infra_evals,https://www.fxiaoke.com/ap/product-sharehive,active,0.95,"[""AMC-6793""]",1
agent-hiring-map-public/1.0,PROD-09BD601896FAF47E,ORG-991C198203545D2C,28-Agent stock due-diligence research framework,data_rag,https://github.com/liangdabiao/Claude-Code-Stock-Deep-Research-Agent,active,0.95,"[""AMC-1526""]",1
agent-hiring-map-public/1.0,PROD-09D0A2014C861817,ORG-A717572B797E1D80,marketplace for AI agents to hire humans and orchestrate real-world work,enterprise_workflow,https://www.ycombinator.com/companies/rentahuman,active,0.95,"[""AMC-6974""]",1
agent-hiring-map-public/1.0,PROD-09E6B6FDA01E7A0F,ORG-650DDBFA8A0CA19F,StepFun 算法工程师（时序预测 · 供应链优化） / supply_chain_agent_algorithm,data_rag,https://platform.stepfun.com/,active,0.95,"[""AMC-5038""]",1
agent-hiring-map-public/1.0,PROD-0A118C7B593AF2A4,ORG-A6EC3507050D128A,Beisen talent-Agent solutions and pre-delivery design,general_other,https://www.beisen.com/res/2726.html,active,0.95,"[""AMC-5078""]",1
agent-hiring-map-public/1.0,PROD-0A18A16DCFA755C6,ORG-744205E43529C1FC,"Staff+ Software Engineer, GRC Platform | Anthropic current Agent system or Agent-enabled workflow role family",infra_evals,null,active,0.95,"[""AMC-6136""]",1
agent-hiring-map-public/1.0,PROD-0A3B5B393F752223,ORG-6EEF29B22D48714F,海外运营实习生（Agent方向） / Data / Analytics Agent,enterprise_workflow,https://www.kuaishou.com/,active,0.95,"[""AMC-1124""]",1
agent-hiring-map-public/1.0,PROD-0A3EBC50BEA63382,ORG-3EDF73EFFA3CB856,教育科研场景智能体应用交付团队线索,builder_platform,https://www.cernet.com/,active,0.95,"[""AMC-3788""]",1
agent-hiring-map-public/1.0,PROD-0A494D029A2A5B87,ORG-54CC61D592996F92,Dynatrace Intelligence Agentic Workflows deployment role locator,infra_evals,null,active,0.95,"[""AMC-7117""]",1
agent-hiring-map-public/1.0,PROD-0A70420511080295,ORG-3687D6630259751C,Slack-based autonomous IT helpdesk Agent,infra_evals,https://www.tryrisotto.com/,active,0.95,"[""AMC-5983""]",1
agent-hiring-map-public/1.0,PROD-0A71B009853ED68C,ORG-ACA30CBF2FE4EA9B,AI研究院-中级研究算法工程师-代码agent方向 / Coding Agent / Developer Productivity,coding,https://www.iflytek.com/en/,active,0.95,"[""AMC-1181""]",1
agent-hiring-map-public/1.0,PROD-0AB672BF9658F0E5,ORG-61FF26299885EEDA,办公场景企业级AI Agent智能体平台构建（Agent训练）,enterprise_workflow,null,active,0.95,"[""AMC-0280""]",1
agent-hiring-map-public/1.0,PROD-0B3D4D0522E36A41,ORG-8342ED863A967695,AI软件高手 / AI公共平台与多Agent协作框架,coding,https://www.huawei.com/,active,0.95,"[""AMC-1077""]",1
agent-hiring-map-public/1.0,PROD-0B3F153B3BC15514,ORG-14550D0C8F25A0F3,AI 平台研发工程师（AI Agent Infra） / Coding Agent / Developer Productivity,coding,null,active,0.95,"[""AMC-1130""]",1
agent-hiring-map-public/1.0,PROD-0B4627E7DE91660D,ORG-7CD18292C7FAF0BD,Developer Advocate | Greptile v3 code-review Agent,coding,https://www.greptile.com/agent,active,0.95,"[""AMC-5712""]",1
agent-hiring-map-public/1.0,PROD-0B4B07AC2F1EAA5E,ORG-6C24D5F6930B29BC,1688买家Agentic AI算法专家-阿里星,enterprise_workflow,null,active,0.95,"[""AMC-0877""]",1
agent-hiring-map-public/1.0,PROD-0B50BD21091C487D,ORG-857741F4371F0507,Staff Engineer(AI),enterprise_workflow,https://www.nagarro.com/,active,0.95,"[""AMC-5331""]",1
agent-hiring-map-public/1.0,PROD-0B5A51E2919A3F4D,ORG-E4029B425DF11E67,unrecovered Raleigh Agentic AI and MCP role locator,builder_platform,null,active,0.95,"[""AMC-6936""]",1
agent-hiring-map-public/1.0,PROD-0B673B937F45A3DF,ORG-13AD63EB03A3DB56,voice-first CX Agent platform and self-service Agent Studio,cx_voice,https://www.acclaim.ai/,active,0.95,"[""AMC-6853""]",1
agent-hiring-map-public/1.0,PROD-0B6E670DEACD8E8C,ORG-B7B873AD07275332,Web search / websets for AI agents,data_rag,https://exa.ai/,active,0.95,"[""AMC-0332""]",1
agent-hiring-map-public/1.0,PROD-0B765645B7B0215D,ORG-4739F129051EBD3D,Uniphore Customer Service AI Agents Sales Bridge,cx_voice,https://www.uniphore.com/platform/business-ai-cloud/agentic-layer/,active,0.95,"[""AMC-1374""]",1
agent-hiring-map-public/1.0,PROD-0B8C8237D9025614,ORG-A11413B0A4A315C2,Senior Software Engineer,enterprise_workflow,https://www.servicenow.com/,active,0.95,"[""AMC-5380""]",1
agent-hiring-map-public/1.0,PROD-0B8D719BC63DCD47,ORG-61FF26299885EEDA,ByteDance international e-commerce Valley-Agent / governance Agents,infra_evals,https://bytedance.com/,active,0.95,"[""AMC-0687""]",1
agent-hiring-map-public/1.0,PROD-0B8DBBE685A29CD7,ORG-B86FA633B861E4B7,Sea Logistics Agentic AI Engineer hiring locator,vertical_finance_health,null,active,0.95,"[""AMC-6397""]",1
agent-hiring-map-public/1.0,PROD-0B8FE428464C3F93,ORG-97341C2CB60509AD,Healthcare Agent,vertical_finance_health,https://www.medlinker.com/index/xinwenzhongxin/1199.html,active,0.95,"[""AMC-0030""]",1
agent-hiring-map-public/1.0,PROD-0BD9BA7B9335C452,ORG-2E85588BB086763D,Forward Deployed Research Engineer for agent-tooling and tool-use evals,infra_evals,https://composio.dev/,active,0.95,"[""AMC-0548""]",1
