access_requirement,agent_specific_excerpt,citation_supports_title,currentness_status,display_title_en,display_title_zh,evidence_grade,evidence_ids,geography,last_verified_at,limitations,organization_id,product_id,role_id,schema_version,source_urls,team_id,title,title_source_granularity,title_source_url,title_support_status,title_translation_status
public_no_login,我们正在寻找一位富有探索精神、对 AI 智能体技术有深度热情的智能平台产品经理。该岗位将主导公司级智能体平台的产品规划与建设，构建深度且易用的智能体孵化平台，推动企业从“数字化+人工协调”向“可推演、可裁决、可受控执行”的智能协同模式升级。,true,current_verified,Agent Platform Senior Product Manager,智能体平台资深产品经理,A,"[""AMC-4812""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-70DCB89F366FE5A3,PROD-F44D31527D74E387,ROLE-03128F8ED6668D7E,agent-hiring-map-public/1.0,"[""https://nio.jobs.feishu.cn/index/position/7532310109129591059/detail""]",TEAM-C4A36E8C44F675DF,智能体平台资深产品经理,direct_role_detail,https://nio.jobs.feishu.cn/index/position/7532310109129591059/detail,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"candidate.fyi is building autonomous recruiting Agents that coordinate interviews, scheduling, candidate communication, handoffs and enterprise ATS integrations.",true,current_verified,Full Stack / Backend Software Engineer,全栈 / Backend 软件工程师,A,"[""AMC-6606""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-6A2CAAB84FA06707,PROD-FAA83C09C79A00DE,ROLE-032275591D4556EE,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/candidate.fyi/0448a10e-863f-437f-80bb-d65ee09f8b6e""]",TEAM-C258E5AFBF8C1D4C,Full Stack / Backend Software Engineer,direct_role_detail,https://jobs.ashbyhq.com/candidate.fyi/0448a10e-863f-437f-80bb-d65ee09f8b6e,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,4、持续跟踪AI领域最新模型、论文、开源项目及行业应用案例，定期输出AI技术动态与工业应用评估。对筛选出的前沿模型（如新的视觉基础模型、Agent框架、数据处理技术）进行快速复现和微调,true,current_verified,Multimodal Large Model Development Engineer,多模态大模型开发工程师,A,"[""AMC-4959""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-773573DF61D0529B,PROD-AB08B761F555DDCF,ROLE-0346FE8D2C761B2F,agent-hiring-map-public/1.0,"[""https://xiaopeng.jobs.feishu.cn/index/position/7637034216568670470/detail""]",TEAM-729BC98A1D8C89EA,多模态大模型开发工程师,direct_role_detail,https://xiaopeng.jobs.feishu.cn/index/position/7637034216568670470/detail,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,Strong understanding of technical concepts including generative AI and agentic AI,true,current_verified,Product Marketing Manager,产品市场 经理,A,"[""AMC-5643""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-4D9DD85AC2CBA877,PROD-D9491253E14B492D,ROLE-03B85C50B7860C5C,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/happyrobot.ai/02bccbe0-6ded-435e-ad30-84121b359fc5""]",TEAM-327C1F0DE62CBF74,Product Marketing Manager,direct_role_detail,https://jobs.ashbyhq.com/happyrobot.ai/02bccbe0-6ded-435e-ad30-84121b359fc5,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,Frequently build your own agents to support workflows and data analyses,true,current_verified,Product Strategy & Operations,Product 战略与运营,A,"[""AMC-1594""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-68EDC75C015E2E10,PROD-79339EBC434401A4,ROLE-0434B3E279D2727E,agent-hiring-map-public/1.0,"[""https://job-boards.greenhouse.io/vercel/jobs/6011651004""]",TEAM-CA3D9ABA45E7E193,Product Strategy & Operations,direct_role_detail,https://job-boards.greenhouse.io/vercel/jobs/6011651004,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,Official current role hires Senior Backend Engineer - Agent tool marketplace and MCP to build a marketplace of MCP tools and integrations used by Parloa Agents.,true,current_verified,Senior Software Engineer,高级 软件工程师,A,"[""AMC-1806""]",Other/Global,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-059DE9E378B386E2,PROD-999E1268C6852CFA,ROLE-0461693F2F7D9383,agent-hiring-map-public/1.0,"[""https://job-boards.eu.greenhouse.io/parloa/jobs/4802720101""]",TEAM-999E1268C6852CFA,Senior Software Engineer,direct_role_detail,https://job-boards.eu.greenhouse.io/parloa/jobs/4802720101,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,负责医疗健康场景下 LLM / VLM / Agent 等模型评测体系建设，设计数据驱动、可复现、可扩展的评测框架,true,current_verified,Model Evaluation Algorithm Engineer (J100902),大模型评测算法工程师（J100902）,A,"[""AMC-3484""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-1236323724701EB7,PROD-1AC974DE1D649165,ROLE-047AEC8A7CAC6B43,agent-hiring-map-public/1.0,"[""https://talent.baidu.com/jobs/detail/SOCIAL/24c9e591-75c8-42bd-b531-522b53fc47ac""]",TEAM-EFF5143E64F1EEDA,大模型评测算法工程师（J100902）,direct_role_detail,https://talent.baidu.com/jobs/detail/SOCIAL/24c9e591-75c8-42bd-b531-522b53fc47ac,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Experience with RAG systems, LLM integration, or AI agent development",true,current_verified,"Founding Engineer, Applied AI Lead",创始 工程师，应用 AI 负责人,A,"[""AMC-1447""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-3DE94EF38CC3664C,PROD-F6276EE6F1650FA5,ROLE-053D717D59DFEA63,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/equi/0e335b36-ac8b-43bc-8198-ff6745fa3f00""]",TEAM-9E1069FB9ADA5132,"Founding Engineer, Applied AI Lead",direct_role_detail,https://jobs.ashbyhq.com/equi/0e335b36-ac8b-43bc-8198-ff6745fa3f00,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Official Ashby Senior Software Engineer role spans agent infrastructure and assigns SAP execution, authentication, sandboxing, tool calling, agent orchestration, evaluation frameworks, feedback loops, and enterprise deployment.",true,current_verified,Senior Software Engineer,高级 软件工程师,A,"[""AMC-0659""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-2AD63999D7EB3858,PROD-C381B59DF331C0E6,ROLE-05C217BE742F854D,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/novaintelligence/128d1ed2-e9f4-47f0-9c0b-c547c00577cf""]",TEAM-C381B59DF331C0E6,Senior Software Engineer,direct_role_detail,https://jobs.ashbyhq.com/novaintelligence/128d1ed2-e9f4-47f0-9c0b-c547c00577cf,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"lead cross-functional delivery of LOIS, our Legal Operating Intelligence System",true,current_verified,Technical Program Manager - LO\S,技术项目群经理 - LO\S,A,"[""AMC-5725""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-546A07B08B7CACFD,PROD-E325898DD4D299D5,ROLE-061335A19A3DA910,agent-hiring-map-public/1.0,"[""https://www.filevine.com/jobs/ebbe11f4-0e03-4cf3-89a5-c06995c62d7c""]",TEAM-340EBFA3421F32EE,Technical Program Manager - LO\S,direct_role_detail,https://www.filevine.com/jobs/ebbe11f4-0e03-4cf3-89a5-c06995c62d7c,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Bedrock Knowledge Bases role links AgentCore to RAG workflows and integrations with foundation models, agents, and data sources.",true,current_verified,Sr Software Development Engineer Bedrock Agentcore Knowledge Bases,Sr Software 开发 工程师 Bedrock Agentcore Knowledge Bases,A,"[""AMC-0589""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-981B02BADFE49FED,PROD-533FF2D2251F48A1,ROLE-061D610E76761C2A,agent-hiring-map-public/1.0,"[""https://www.amazon.jobs/en/jobs/10397142/sr-software-development-engineer-bedrock-agentcore-knowledge-bases""]",TEAM-9313656567665E44,Sr Software Development Engineer Bedrock Agentcore Knowledge Bases,direct_role_detail,https://www.amazon.jobs/en/jobs/10397142/sr-software-development-engineer-bedrock-agentcore-knowledge-bases,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"NAVER Search US develops next-generation Agent platforms with autonomous tool discovery, logical reasoning, multi-step planning and production-ready AI systems.",true,current_verified,NAVER Search US Senior Applied Scientist Generative AI LLMs,NAVER Search US 高级 应用科学家 生成式 AI LLMs,A,"[""AMC-6552""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-01CA245C96C8C0B5,PROD-32B2D6DE89309A8B,ROLE-0650210037BA97AC,agent-hiring-map-public/1.0,"[""https://naveruhubinc.applytojob.com/apply/2PXm6K1ch7/NAVER-Search-US-Senior-Applied-Scientist-Generative-AI-LLMs""]",TEAM-9E13A1985648BA3F,NAVER Search US Senior Applied Scientist Generative AI LLMs,direct_role_detail,https://naveruhubinc.applytojob.com/apply/2PXm6K1ch7/NAVER-Search-US-Senior-Applied-Scientist-Generative-AI-LLMs,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,Are deeply curious about AI — from prompt engineering and agent orchestration to model evaluation.,true,current_verified,"Backend Engineer, Agentic AI (Staff+ Level)",后端工程师，智能体 AI （资深+ 级别）,A,"[""AMC-0226""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-97E401A0A49CB2A6,PROD-345A4DCA78577453,ROLE-06DC84016ABC7FD3,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/granted/8b792376-42d1-4f6d-99cc-2bbac0ce63a3""]",TEAM-345A4DCA78577453,"Backend Engineer, Agentic AI (Staff+ Level)",direct_role_detail,https://jobs.ashbyhq.com/granted/8b792376-42d1-4f6d-99cc-2bbac0ce63a3,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,Skill/模板生态建设：围绕重点用户场景，制定优质workflow供给策略与评估体系，构建创作者生态激励策略,true,current_verified,DuMate Ecosystem Operations (J100426),DuMate生态运营（J100426）,A,"[""AMC-3504""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-1236323724701EB7,PROD-59808021FD3246FB,ROLE-06F0B16DD9C9F344,agent-hiring-map-public/1.0,"[""https://talent.baidu.com/jobs/detail/SOCIAL/8536e658-3e44-4545-9656-383fe104b020""]",TEAM-524DF651E26D40C0,DuMate生态运营（J100426）,direct_role_detail,https://talent.baidu.com/jobs/detail/SOCIAL/8536e658-3e44-4545-9656-383fe104b020,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,'- 熟悉大模型/智能体等能力边界与常见落地方式，能将技术能力转化为可交付的产品方案与 PRD,true,current_verified,Connected Vehicle Senior AI Product Manager / Product Expert,车联网资深AI产品经理/产品专家,A,"[""AMC-4824""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-70DCB89F366FE5A3,PROD-369BCCEEAE5BEAC1,ROLE-0752582238DF563A,agent-hiring-map-public/1.0,"[""https://nio.jobs.feishu.cn/index/position/7593272695866394926/detail""]",TEAM-C4A36E8C44F675DF,车联网资深AI产品经理/产品专家,direct_role_detail,https://nio.jobs.feishu.cn/index/position/7593272695866394926/detail,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,主导AI Agent相关大模型的后训练、微调、评估及迭代优化工作，持续提升模型在复杂指令理解、推理决策与任务执行等方面的能力,true,current_verified,Agent Development Engineer - Industry Application,智能体开发工程师-行业应用,A,"[""AMC-6492""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-DF47C1580C8242E7,PROD-B419B0B71A09F940,ROLE-075BFD0038DBE5FE,agent-hiring-map-public/1.0,"[""https://taichuai.jobs.feishu.cn/index/position/7618913915698710803/detail""]",TEAM-B19E23F877034D2D,智能体开发工程师-行业应用,direct_role_detail,https://taichuai.jobs.feishu.cn/index/position/7618913915698710803/detail,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,1、协同开发团队，梳理整车/机器人及各子系统软件架构，制定架构优化目标与落地路径；负责软件平台化、模块化方案设计与推进，搭建标准化软件平台，实现软硬件解耦，提升模块复用与扩展能力。,true,current_verified,Robotics Software Architecture Senior Engineer / Expert,机器人软件架构资深工程师/专家,A,"[""AMC-4961""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-773573DF61D0529B,PROD-B9E9A1543451A972,ROLE-078865F50C4AAD50,agent-hiring-map-public/1.0,"[""https://xiaopeng.jobs.feishu.cn/index/position/7638998792678869254/detail""]",TEAM-729BC98A1D8C89EA,机器人软件架构资深工程师/专家,direct_role_detail,https://xiaopeng.jobs.feishu.cn/index/position/7638998792678869254/detail,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,从真实任务和复杂Agent行为中抽象高价值评估问题,true,current_verified,Large Model and Agent Evaluation Methodology Algorithm Researcher - Commercial AI,大模型与Agent评估方法算法研究员-Commercial AI,A,"[""AMC-0830""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-61FF26299885EEDA,PROD-ACD2AEA410B69E3A,ROLE-07A6A1DDE451458C,agent-hiring-map-public/1.0,"[""https://jobs.bytedance.com/api/v1/job/posts/7594713251364768005""]",TEAM-CB53F4244D51BF58,大模型与Agent评估方法算法研究员-Commercial AI,direct_role_detail,https://jobs.bytedance.com/api/v1/job/posts/7594713251364768005,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,岗位简介：聚焦云端大模型算法研发，包括 VLM / VLA 大模型、世界动作模型(WAM)等，重点解决自动驾驶场景数据闭环体系及数据治理能力建设；利用语义标签、长时序描述及推理、向量化或隐空间表征等建立数据图谱，实现大规模数据分层治理。,true,current_verified,Large Model Algorithm Engineer / Expert,大模型算法工程师 / 专家,A,"[""AMC-4978""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-773573DF61D0529B,PROD-004CC0EE7778D641,ROLE-080BE1BF01FF171E,agent-hiring-map-public/1.0,"[""https://xiaopeng.jobs.feishu.cn/index/position/7654843099323779370/detail""]",TEAM-729BC98A1D8C89EA,大模型算法工程师 / 专家,direct_role_detail,https://xiaopeng.jobs.feishu.cn/index/position/7654843099323779370/detail,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,optimize and scale our voice AI infrastructure,true,current_verified,Senior Software Engineer - Full-Stack,高级 软件工程师 - 全栈,A,"[""AMC-5645""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-4D9DD85AC2CBA877,PROD-1DD1A295180CF4BF,ROLE-086B89AA20B1FE30,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/happyrobot.ai/7324dd6c-6c6c-4b05-871a-7da626824252""]",TEAM-327C1F0DE62CBF74,Senior Software Engineer - Full-Stack,direct_role_detail,https://jobs.ashbyhq.com/happyrobot.ai/7324dd6c-6c6c-4b05-871a-7da626824252,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,主导 Context Assembly Runtime、Context Protocol、Evidence Network 等关键能力设计，支撑企业级 Agent、Copilot 与决策系统。,true,current_verified,Enterprise Semantic and Context Systems Architecture Expert,企业语义与上下文系统架构专家,A,"[""AMC-4888""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-70DCB89F366FE5A3,PROD-FAC624CDEFE7984D,ROLE-089CA594CE4E9427,agent-hiring-map-public/1.0,"[""https://nio.jobs.feishu.cn/index/position/7659968824640506150/detail""]",TEAM-C4A36E8C44F675DF,企业语义与上下文系统架构专家,direct_role_detail,https://nio.jobs.feishu.cn/index/position/7659968824640506150/detail,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Tebra's current role builds internal Agents, multi-Agent handoffs, MCP/system-of-record connectivity, permission-aware context, reusable skills, evaluation and monitoring.",true,current_verified,Head of AI Engineering & Enablement,人工智能负责人 工程与Enablement,A,"[""AMC-7191""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-34F2A129647FB516,PROD-9FEE284AE518C341,ROLE-08AFD181BC730D71,agent-hiring-map-public/1.0,"[""https://job-boards.greenhouse.io/tebra/jobs/4713311005""]",TEAM-56E05C60970F21E9,Head of AI Engineering & Enablement,direct_role_detail,https://job-boards.greenhouse.io/tebra/jobs/4713311005,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,Play a key role in developing and refining the AI-powered interfaces our customers use,true,current_verified,Staff Frontend Software Engineer,资深 Frontend 软件工程师,A,"[""AMC-5820""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-2F77417DDDE41913,PROD-76D959A1E60D2B4C,ROLE-08D36D9333B4A321,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/Archy/6ccab302-5c12-47f5-bb69-277b500959d3""]",TEAM-DF697C6EC036B349,Staff Frontend Software Engineer,direct_role_detail,https://jobs.ashbyhq.com/Archy/6ccab302-5c12-47f5-bb69-277b500959d3,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Kinro is an active three-person San Francisco team building autonomous insurance sales Agents across qualification, quoting, recommendations and binding; the exact Founding AI Engineer role owns tools, backend, evals, monitoring, safety and feedback loops.",true,current_verified,Founding AI Engineer,创始 人工智能工程师,A,"[""AMC-6717""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-FC49CB32345614F3,PROD-54719267D4368C7A,ROLE-08F19C44E97C0C37,agent-hiring-map-public/1.0,"[""https://www.ycombinator.com/companies/kinro/jobs/X7aZfFB-founding-ai-engineer""]",TEAM-7FD2619F57C997F2,Founding AI Engineer,direct_role_detail,https://www.ycombinator.com/companies/kinro/jobs/X7aZfFB-founding-ai-engineer,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,Translate complex product functionality and AI infrastructure into compelling narratives,true,current_verified,Head of Sales,负责人 of 销售,A,"[""AMC-5863""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-6FDA0B743C75E07E,PROD-4AE5E932F2D23140,ROLE-09161FBE448ED383,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/automat/032d1a16-fe7d-4c78-86d5-5d9ae2d95f17""]",TEAM-9E5E11947410F8E0,Head of Sales,direct_role_detail,https://jobs.ashbyhq.com/automat/032d1a16-fe7d-4c78-86d5-5d9ae2d95f17,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,随着智能电动汽车行业进入“AI驱动研发”阶段，整车研发体系正在从传统项目管理模式，快速演进为以数据、模型、智能体（Agent）、协同平台为核心的新型研发体系。现招聘“AI研发效能PMO”，作为关键岗位，深度连接产品体验、项目管理、工程研发、数字化平台及AI技术团队，推动AI能力在整车研发场景中的规模化落地与价值闭环。,true,current_verified,PMO - Research and Development Productivity,PMO - 研发效能,A,"[""AMC-4861""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-70DCB89F366FE5A3,PROD-ED24DC201FF1DCAF,ROLE-091751B528FD82E7,agent-hiring-map-public/1.0,"[""https://nio.jobs.feishu.cn/index/position/7643745537414433050/detail""]",TEAM-C4A36E8C44F675DF,PMO - 研发效能,direct_role_detail,https://nio.jobs.feishu.cn/index/position/7643745537414433050/detail,verified_official_title,deterministic_bilingual_translation_v1
