schema_version,evidence_id,geography_bucket,coverage_scope,organization_observed,parent_organization_inferred,product_or_work_surface,source_class,source_urls,attribution,access_requirement,observed_at,evidence_grade,evidence_kind,public_excerpt,quote_publication_status,limitations
agent-hiring-map-public/1.0,AMC-0011,China,canonical_map_scope,iFlyCode,,Coding Agent / Developer Tool,held_or_unclassified,"[""https://www.iflytek.com/job.html"",""https://www.xfyun.cn/solutions/iflycode""]",iFlyCode,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0012,China,canonical_map_scope,Kimi / Moonshot AI,,Data / Knowledge / RAG Agent,held_or_unclassified,"[""https://app.mokahr.com/apply/moonshot/148506"",""https://careers.kimi.com/"",""https://www.moonshot.cn/""]",Kimi / Moonshot AI,public_no_login,2026-07-07,A,source_locator,,withheld_source_policy,"[""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0013,China,canonical_map_scope,Kimi Code,,Coding Agent / Developer Tool,held_or_unclassified,"[""https://careers.kimi.com/"",""https://www.moonshot.cn/""]",Kimi Code,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0014,China,canonical_map_scope,Kyligence Zen,,Data / Knowledge / RAG Agent,held_or_unclassified,"[""https://kyligence.io/careers/"",""https://kyligence.io/zen/""]",Kyligence Zen,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""stale_or_expired"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0015,China,canonical_map_scope,MaxKB,FIT2CLOUD 飞致云,MaxKB enterprise-grade Agent platform,official_or_first_party,"[""https://www.fit2cloud.com/about/index.html"",""https://www.maxkb.cn/""]",MaxKB,public_no_login,2026-07-11,B,product_signal,MaxKB is an open-source platform for building enterprise-grade agents. | 强大易用的开源企业级智能体平台。,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0016,China,canonical_map_scope,MiniMax,,Agent / open-platform analytics,held_or_unclassified,"[""https://vrfi1sk8a0.jobs.feishu.cn/index/position/list"",""https://www.minimaxi.com/careers""]",MiniMax,public_no_login,2026-07-07,A,source_locator,,withheld_source_policy,"[""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0017,China,canonical_map_scope,MiniMax Agent,,General Agent Platform / Agent Builder,held_or_unclassified,"[""https://agent.minimaxi.com/"",""https://www.minimaxi.com/careers""]",MiniMax Agent,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0018,China,canonical_map_scope,MiniMax Code,,Coding Agent / Developer Tool,held_or_unclassified,"[""https://www.minimaxi.com/"",""https://www.minimaxi.com/careers""]",MiniMax Code,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0019,China,canonical_map_scope,ModelScope AgentScope,,General Agent Platform / Agent Builder,held_or_unclassified,"[""https://talent.alibaba.com/"",""https://www.modelscope.cn/brand/view/AgentScope""]",ModelScope AgentScope,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0020,China,canonical_map_scope,ProcessOn AI,,Enterprise Workflow Agent,official_or_first_party,"[""https://www.processon.com/"",""https://www.processon.com/jobs""]",ProcessOn AI,public_no_login,2026-07-11,B,product_signal,事实: 产品支持流程图/思维导图等交付物; 推断: AI 生成流程图可作为可验证产物; 未知: Agent 产品和招聘入口需补证,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0021,China,canonical_map_scope,Qoder CN / 通义灵码,,Coding Agent / Developer Tool,held_or_unclassified,"[""https://help.aliyun.com/zh/lingma/"",""https://talent.alibaba.com/""]",Qoder CN / 通义灵码,public_no_login,2026-07-08,A,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0022,China,canonical_map_scope,RAGFlow / InfiniFlow,,Data / Knowledge / RAG Agent,held_or_unclassified,"[""https://infiniflow.cn/"",""https://ragflow.io/""]",RAGFlow / InfiniFlow,public_no_login,2026-07-07,A,source_locator,,withheld_source_policy,"[""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0023,China,canonical_map_scope,TRAE,,Coding Agent / Developer Tool,held_or_unclassified,"[""https://jobs.bytedance.com/"",""https://www.trae.cn/""]",TRAE,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0024,China,canonical_map_scope,Udesk / 沃丰科技,,Customer Support / CX Agent,official_or_first_party,"[""https://www.udesk.cn/"",""https://www.udesk.cn/joinus.html""]",Udesk / 沃丰科技,public_no_login,2026-07-11,B,product_signal,事实: 官网写中国人工智能与营销服务解决方案，覆盖客服和营销; 推断: 可做智能客服/营销服务流程试炼; 未知: Agent 产品深度需人工确认,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0025,China,canonical_map_scope,WindClaw,,Finance / FinOps / Research Agent,held_or_unclassified,"[""https://windclaw.bot/"",""https://www.wind.com.cn/mobile/JoinUS/RecruitDetail/zh.html""]",WindClaw,public_no_login,2026-07-07,A,source_locator,,withheld_source_policy,"[""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0026,China,canonical_map_scope,WPS AI / WPS 灵犀,,Enterprise Workflow Agent,held_or_unclassified,"[""https://ai.wps.cn/"",""https://join.wps.cn/campus-recruitment/wps/41436""]",WPS AI / WPS 灵犀,public_no_login,2026-07-09,B,source_locator,,withheld_source_policy,"[""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0027,China,canonical_map_scope,京东言犀,,Customer Support / CX Agent,held_or_unclassified,"[""https://yanxi.jd.com/"",""https://zhaopin.jd.com/""]",京东言犀,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0028,China,canonical_map_scope,仟寻 MoSeeker 招聘智能体,,Enterprise Workflow Agent,held_or_unclassified,"[""https://www.moseeker.com/"",""https://www.moseeker.com/ai/ai-agent/""]",仟寻 MoSeeker 招聘智能体,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0029,China,canonical_map_scope,企业微信 AI,,Enterprise Workflow Agent,held_or_unclassified,"[""https://join.qq.com/"",""https://work.weixin.qq.com/""]",企业微信 AI,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0030,China,canonical_map_scope,医联 MedGPT,,Healthcare Agent,held_or_unclassified,"[""https://www.medlinker.com/"",""https://www.medlinker.com/index/xinwenzhongxin/1199.html""]",医联 MedGPT,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0031,China,canonical_map_scope,华为云 Agent 开发平台,,General Agent Platform / Agent Builder,held_or_unclassified,"[""https://career.huawei.com/"",""https://support.huaweicloud.com/usermanual-pangulm/pangulm_04_0148.html""]",华为云 Agent 开发平台,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0032,China,canonical_map_scope,华为云 AgentArts,,General Agent Platform / Agent Builder,held_or_unclassified,"[""https://career.huawei.com/"",""https://www.huaweicloud.com/product/agentarts.html""]",华为云 AgentArts,public_no_login,2026-07-07,A,source_locator,,withheld_source_policy,"[""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0033,China,canonical_map_scope,华为云工业智能体,,Enterprise Workflow Agent,held_or_unclassified,"[""https://career.huawei.com/"",""https://www.huaweicloud.com/product/ei_industrial""]",华为云工业智能体,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0034,China,canonical_map_scope,华为云码道 CodeArts,,Coding Agent / Developer Tool,held_or_unclassified,"[""https://career.huawei.com/"",""https://codearts.huaweicloud.com/""]",华为云码道 CodeArts,public_no_login,2026-07-08,A,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0035,China,canonical_map_scope,华宇元典,,Legal / Compliance / Insurance Agent,held_or_unclassified,"[""https://www.yuandianlaw.com/""]",华宇元典,public_no_login,2026-07-08,C,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""stale_or_expired"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0036,China,canonical_map_scope,同花顺问财,,Finance / FinOps / Research Agent,held_or_unclassified,"[""https://www.10jqka.com.cn/"",""https://www.iwencai.com/""]",同花顺问财,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0037,China,canonical_map_scope,商汤商量,,Data / Knowledge / RAG Agent,held_or_unclassified,"[""https://chat.sensetime.com/"",""https://www.sensetime.com/cn/join-us""]",商汤商量,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0038,China,canonical_map_scope,商汤日日新 / SenseNova,,General Agent Platform / Agent Builder,held_or_unclassified,"[""https://www.sensetime.com/cn/"",""https://www.sensetime.com/cn/join-us""]",商汤日日新 / SenseNova,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0039,China,canonical_map_scope,天工 AI,,Data / Knowledge / RAG Agent,official_or_first_party,"[""https://www.kunlun.com/careers"",""https://www.tiangong.cn/""]",天工 AI,public_no_login,2026-07-11,B,product_signal,事实: 官网写 DeepResearch 超级智能体、AI文档/PPT/表格; 推断: 可做研究和办公交付物; 未知: 招聘入口具体可达性需人工复核; URL复核: 招聘/岗位 URL curl 返回 404，需人工浏览器复核,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0040,China,canonical_map_scope,夸克 AI,,Data / Knowledge / RAG Agent,held_or_unclassified,"[""https://talent.alibaba.com/"",""https://www.quark.cn/""]",夸克 AI,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0041,China,canonical_map_scope,妙盈科技,,Finance / FinOps / Research Agent,official_or_first_party,"[""https://www.miotech.com/zh-CN"",""https://www.miotech.com/zh-CN/careers""]",妙盈科技,public_no_login,2026-07-11,B,product_signal,事实: 产品面向 ESG/金融数据和可持续发展智能; 推断: 可做金融/ESG研究 workflow; 未知: Agent 产品证据需补证,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0042,China,canonical_map_scope,实在 Agent,浙江实在智能科技有限公司,Enterprise Workflow Agent,official_or_first_party,"[""https://www.ai-indeed.com/"",""https://www.ai-indeed.com/apply""]",实在 Agent,public_no_login,2026-07-11,B,product_signal,事实: 官网写实在 Agent、AI+RPA 和企业级智能体落地; 推断: 可做一句话生成数字员工/流程自动化产物; 未知: 官方招聘入口需补证; URL复核: 产品 URL curl 非零退出，需人工浏览器复核; 招聘/岗位 URL 招聘/移动端平台可能有反爬或登录态限制，需人工浏览器复核,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0043,China,canonical_map_scope,小i机器人 华藏大模型,,Customer Support / CX Agent,held_or_unclassified,"[""https://www.xiaoi.com/""]",小i机器人 华藏大模型,public_no_login,2026-07-08,C,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0044,China,canonical_map_scope,小多科技,,Customer Support / CX Agent,held_or_unclassified,"[""https://www.xiaoduoai.com/""]",小多科技,public_no_login,2026-07-08,C,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0045,China,canonical_map_scope,左手医生,北京左医科技有限公司,Healthcare Agent,official_or_first_party,"[""https://zuoshouyisheng.com/""]",左手医生,public_no_login,2026-07-11,C,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0046,China,canonical_map_scope,帆软 FineChatBI,,Data / Knowledge / RAG Agent,official_or_first_party,"[""https://join.fanruan.com/social"",""https://www.fanruan.com/""]",帆软 FineChatBI,public_no_login,2026-07-11,B,product_signal,事实: 帆软提供 BI/数据分析产品; 推断: ChatBI 可做数据问答和分析报告产物; 未知: FineChatBI 产品页需补证; URL复核: 招聘/岗位 URL curl 返回 404，需人工浏览器复核,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0047,China,canonical_map_scope,幂律智能 / PowerLaw,,Legal / Compliance / Insurance Agent,held_or_unclassified,"[""https://powerlaw.ai/"",""https://powerlaw.ai/about""]",幂律智能 / PowerLaw,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0048,China,canonical_map_scope,平安 AskBob,,Healthcare Agent,held_or_unclassified,"[""https://hr.pingan.com/"",""https://www.pingan.com/""]",平安 AskBob,public_no_login,2026-07-08,C,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0049,China,canonical_map_scope,影刀 AI,,Enterprise Workflow Agent,held_or_unclassified,"[""https://join.yingdao.com/index/position/list"",""https://www.yingdao.com/ai"",""https://www.zhipin.com/zhaopin/dfe19a706b5a1a661Xd639m4/""]",影刀 AI,public_no_login,2026-07-07,A,source_locator,,withheld_source_policy,"[""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0050,China,canonical_map_scope,得理法搜,,Legal / Compliance / Insurance Agent,held_or_unclassified,"[""https://www.delilegal.com/"",""https://www.delilegal.com/recruitment""]",得理法搜,public_no_login,2026-07-07,A,source_locator,,withheld_source_policy,"[""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0051,China,canonical_map_scope,扣子 Coze,,General Agent Platform / Agent Builder,held_or_unclassified,"[""https://jobs.bytedance.com/"",""https://www.coze.cn/""]",扣子 Coze,public_no_login,2026-07-07,A,source_locator,,withheld_source_policy,"[""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0052,China,canonical_map_scope,扣子编程,,Coding Agent / Developer Tool,held_or_unclassified,"[""https://jobs.bytedance.com/campus/m/position/detail/7593365278961174789"",""https://www.coze.cn/""]",扣子编程,public_no_login,2026-07-08,A,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0053,China,canonical_map_scope,数库科技,,Finance / FinOps / Research Agent,held_or_unclassified,"[""https://www.chinascope.com/"",""https://www.chinascope.com/job.html""]",数库科技,public_no_login,2026-07-07,A,source_locator,,withheld_source_policy,"[""stale_or_expired"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0054,China,canonical_map_scope,明道云 AI Agent,,Enterprise Workflow Agent,official_or_first_party,"[""https://www.mingdao.com/"",""https://www.mingdao.com/job""]",明道云 AI Agent,public_no_login,2026-07-11,B,product_signal,事实: 明道云提供无代码应用和工作流; 推断: 可叠加 AI 做企业流程智能体; 未知: 明确 Agent 产品页需补证,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0055,China,canonical_map_scope,晓多科技,,ecommerce AI-Agent / customer support agent,held_or_unclassified,"[""https://www.xiaoduoai.com/""]",晓多科技,public_no_login,2026-07-09,A,source_locator,,withheld_source_policy,"[""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0056,China,canonical_map_scope,智谱 AutoGLM,,General Agent Platform / Agent Builder,held_or_unclassified,"[""https://autoglm.zhipuai.cn/"",""https://www.zhipuai.cn/zh/joinus""]",智谱 AutoGLM,public_no_login,2026-07-08,A,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0057,China,canonical_map_scope,智齿 AI Agent,,Customer Support / CX Agent,official_or_first_party,"[""https://www.zhichi.com/ai/"",""https://www.zhichi.com/careers/""]",智齿 AI Agent,public_no_login,2026-07-11,A,product_signal,事实: 官网写 AI Agent 服务客户、AI Copilot 座席助手; 推断: 可做客服流程/知识中心/质检产物; 未知: 外部候选人产品权限,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0058,China,canonical_map_scope,有道翻译 AI 助手,,Data / Knowledge / RAG Agent,held_or_unclassified,"[""https://fanyi.youdao.com/"",""https://hr.163.com/""]",有道翻译 AI 助手,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0059,China,canonical_map_scope,来也 APA Creator,,Enterprise Workflow Agent,held_or_unclassified,"[""https://laiye.com/about"",""https://laiye.com/product/process-creator"",""https://laiye.zhiye.com/social/jobs""]",来也 APA Creator,public_no_login,2026-07-07,A,source_locator,,withheld_source_policy,"[""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0060,China,canonical_map_scope,法大大 iTerms,,Legal / Compliance / Insurance Agent,held_or_unclassified,"[""https://www.fadada.com/about/jobs"",""https://www.iterms.com/""]",法大大 iTerms,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0061,China,canonical_map_scope,火山方舟,,General Agent Platform / Agent Builder,held_or_unclassified,"[""https://jobs.bytedance.com/"",""https://www.volcengine.com/""]",火山方舟,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0062,China,canonical_map_scope,环信 AI 客服,,Customer Support / CX Agent,official_or_first_party,"[""https://www.easemob.com/"",""https://www.easemob.com/join/""]",环信 AI 客服,public_no_login,2026-07-11,B,product_signal,事实: 官网提供客服/IM/音视频和行业方案; 推断: 可做客服沟通和智能路由观察; 未知: Agent 产品证据需补充; URL复核: 产品 URL curl 非零退出，需人工浏览器复核,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0063,China,canonical_map_scope,百川智能,,General Agent Platform / Agent Builder,held_or_unclassified,"[""https://cq6qe6bvfr6.jobs.feishu.cn/"",""https://cq6qe6bvfr6.jobs.feishu.cn/baichuanzhaopin/position/list"",""https://www.baichuan-ai.com/""]",百川智能,public_no_login,2026-07-07,A,source_locator,,withheld_source_policy,"[""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0064,China,canonical_map_scope,Baidu Qianfan AppBuilder,,AppBuilder Agent/RAG/workflow solution architecture,official_or_first_party,"[""https://ai.baidu.com/ai-doc/index/AppBuilder"",""https://talent.baidu.com/jobs/detail/SOCIAL/ea7bbb48-615a-4b49-8f14-96b62277271f"",""https://talent.baidu.com/jobs/social-list""]",Baidu Qianfan AppBuilder,public_no_login,2026-07-11,A,role_signal,负责基于大模型应用开发平台的应用（工作流、Agent、RAG）搭建及调优工作,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0065,China,canonical_map_scope,百度千帆企业招聘智能助手,,Enterprise Workflow Agent,held_or_unclassified,"[""https://cloud.baidu.com/doc/qianfan/s/lmh4styhg"",""https://talent.baidu.com/"",""https://talent.baidu.com/jobs/social""]",百度千帆企业招聘智能助手,public_no_login,2026-07-08,A,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0066,China,canonical_map_scope,百度文库 AI,,Data / Knowledge / RAG Agent,held_or_unclassified,"[""https://talent.baidu.com/"",""https://talent.baidu.com/jobs/social"",""https://wenku.baidu.com/""]",百度文库 AI,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0067,China,canonical_map_scope,Baidu Wenxin Assistant / Wenxin App,Baidu,Wenxin Assistant / Wenxin App with multi-Agent AI group chat,official_or_first_party,"[""https://talent.baidu.com/jobs/detail/SOCIAL/9fb10df2-6567-4219-b908-73e4571ec900"",""https://talent.baidu.com/jobs/social-list"",""https://yiyan.baidu.com/""]",Baidu Wenxin Assistant / Wenxin App,public_no_login,2026-07-11,B,source_locator,,withheld_source_policy,"[""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0068,China,canonical_map_scope,百度文心快码 Comate,,Coding Agent / Developer Tool,held_or_unclassified,"[""https://comate.baidu.com/zh"",""https://talent.baidu.com/"",""https://talent.baidu.com/jobs/social""]",百度文心快码 Comate,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0069,China,canonical_map_scope,百度智能云曦灵数字人,,Customer Support / CX Agent,held_or_unclassified,"[""https://talent.baidu.com/"",""https://talent.baidu.com/jobs/social"",""https://xiling.cloud.baidu.com/""]",百度智能云曦灵数字人,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""unresolved_or_unknown"",""publication_boundary_hold""]"
